,profiles,title,page_id
777,23519929,Divya Rana,
778,35356734,Randhir (actor),
779,40377920,Rani (Tamil actress),
780,26424405,Ranjitha,
781,45194106,Arpit Ranka,
782,19640774,Prashant Ranyal,
783,50898575,G. V. Narayana Rao,
784,58554756,Gajraj Rao,
785,50520936,Gokina Rama Rao,
786,22417896,Narra Venkateswara Rao,
787,28318652,Sakshi Ranga Rao,
788,55122612,Sripada Kameswara Rao,
789,40285004,Ajay Rathnam,
790,66541922,Kushee Ravi,
791,58064652,Madala Ravi,
792,64258842,Pondy Ravi,
793,62038380,Indhuja Ravichandran,
794,53652193,Tanya Ravichandran,
795,47834743,Rammohan,
796,19907697,Mahasweta Ray,
797,1283615,Soni Razdan,
798,37775033,Virendra Razdan,
799,38948361,Kranti Redkar,
800,50285648,Isha Rikhi,
801,21756674,Manu Rishi,
802,55338202,Nirmal Rishi,
803,25435420,Richard Rishi,
804,14215609,Marc Robinson,
805,38066779,Sija Rose,
806,61515111,Roslin (Malayalam actress),
807,43748974,Angana Roy,
808,52478464,Aryann Roy,
809,66314263,Madhurima Roy,
810,1067297,Nirupa Roy,
811,47011938,Keerthana Sabarish,
812,44111216,Nilesh Sable,
813,66611151,Sabyasachi Chowdhury,
814,4096278,Priya Sachdev,
815,42419138,Poonam Sagar,
816,46957052,Samta Sagar,
817,36774645,Anamika Saha,
818,37747656,Nilesh Sahay,
819,64672453,Dipa Sahu,
820,61439955,Danish Akhtar Saifi,
821,44941618,Niyar Saikia,
822,36602224,Riya Saira,
823,57855775,Kubbra Sait,
824,54404219,Nimisha Sajayan,
825,51887174,Geetha Salam,
826,33872902,P. D. Sambandam,
827,5376330,Sameksha,
828,56888515,Sampath (actor),
829,23637731,Prabhleen Sandhu,
830,31792209,Sangeeta (Telugu actress),
831,38479329,Ra. Sankaran,
832,41199400,Revathi Sankaran,
833,41652491,Sanoop Santhosh,
834,23993353,Pahari Sanyal,
835,42147185,Sanyathara,
836,17630070,Sarathi,
837,44320136,Bala Saravanan,
838,28659207,Akhila Sasidharan,
839,25153903,Sreekala Sasidharan,
840,30555311,Ramayanam Sarveswara Sastry,
841,28340901,Tripuraribhatla Ramakrishna Sastry,
842,38790278,Sathaar,
843,38796854,Krish J. Sathaar,
844,56847567,Sathyabhama (actress),
845,56736387,Sathyajith (actor),
846,50717541,Varkala Sathyan,
847,28125811,Koccharlakota Satyanarayana,
848,36568787,Namrata Sawhney,
849,24043842,Anuj Saxena,
850,50276832,Aima Rosmy Sebastian,
851,20906918,Asit Sen (actor),
852,54415578,Nivaan Sen,
853,51633598,Rittika Sen,
854,43163940,Joy Sengupta,
855,40377649,Rajkumar Sethupathi,
856,54961950,V. Sethuraman,
857,37292201,Sonnalli Seygall,
858,10249181,Prachee Shah Paandya,
859,46722036,Karriena Shah,
860,35571910,Nawab Shah (actor),
861,24476885,Priyanka Shah,
862,15724402,Shakila (actress),
863,61533637,Shama Dulari,
864,44917888,Abhishek Shankar,
865,24174462,Mohan Shankar,
866,41495334,Shanmugarajan,
867,64617932,Shanthamma,
868,33268860,"Aditi Sharma (actress, born 1983)",
869,39850613,Archana Sharma,
870,43712785,Ashu Sharma,
871,58492299,Karanvir Sharma,
872,47298236,Karishma Sharma,
873,3184826,Kim Sharma,
874,26347746,Malini Sharma,
875,50435574,Mansi Sharma,
876,18984419,Mrinalini Sharma,
877,47055674,Neyha Sharma,
878,37021428,Rajesh Sharma (actor),
879,58635546,Soundarya Sharma,
880,46372771,Tunisha Sharma,
881,51521934,Vishal O Sharma,
882,65368642,H. R. Shastry,
883,63038117,Miss Shefali,
884,27221267,Shashank Shende,
885,41827316,Varuna Shetty,
886,40149706,Ashok Shinde,
887,43016432,Kedar Shinde,
888,40176752,Milind Shinde,
889,4461110,Shilpa Shirodkar,
890,46939491,Sushma Shiromani,
891,12249078,Malavika Shivpuri,
892,48148889,Ritu Shivpuri,
893,56728090,Shobaraj,
894,15557309,Tillotama Shome,
895,38051694,Pushkar Shrotri,
896,54349321,Abhay Shukla,
897,23214146,Amarjeet Shukla,
898,39852223,Anup Shukla,
899,3558275,Jhanak Shukla,
900,35296200,Rishabh Shukla,
901,4433384,P. Shwetha,
902,33756745,Sidharth Bharathan,
903,60282950,Savi Sidhu,
904,32016876,Teejay Sidhu,
905,57205976,Joe Simon (film director),
906,66312248,"Akash Singh (actor, born 1987)",
907,57105006,Anjana Singh,
908,30592253,Dakssh Ajit Singh,
909,5456347,Kanwaljit Singh (actor),
910,26791360,Nattasha Singh,
911,4250465,Simone Singh,
912,52826657,Yamini Singh,
913,29378631,Luv Sinha,
914,38259612,Poonam Sinha,
915,42435398,Prachi Sinha,
916,23521352,Pratibha Sinha,
917,48448425,Rishabh Sinha,
918,65397568,Smrity Sinha,
919,35316867,Shritha Sivadas,
920,36314609,Ooha,
921,41379140,Ekta Sohini,
922,44078959,Guru Somasundaram,
923,20554105,Sonu Gowda,
924,33943181,Soori (actor),
925,52736649,K. K. Soundar,
926,61854550,Anila Sreekumar,
927,31663631,Sridhar (actor),
928,55554139,Srikant Gautam,
929,66342932,Srikanth Iyyengar,
930,24163885,Sriman (actor),
931,58301831,Srinath Vasishta,
932,60181903,Srinivas Prabhu,
933,42744178,Shanmukha Srinivas,
934,24133700,Sriranjani (actress),
935,40671956,Sriranjini (Tamil actress),
936,21683958,Subair,
937,32885112,Shiv Kumar Subramaniam,
938,13774370,Dharmavarapu Subramanyam,
939,61553264,Sudeepa Singh,
940,37159390,Sujitha,
941,47299031,Sundar Krishna Urs,
942,44916384,Gowtham Sundararajan,
943,35527321,Sunder (actor),
944,61792514,Sunetra,
945,57008647,Sunil (Kannada actor),
946,63435144,Pazhani Swami,
947,38974187,Swasika,
948,47293799,Rajesh Tailang,
949,62235767,Raju Talikote,
950,37595029,Bhola Tamang,
951,40157934,Smita Tambe,
952,39993897,Lavina Tandon,
953,60007930,Rahil Tandon,
954,48048791,Shivani Tanksale,
955,13065755,Tara (actress),
956,13631295,Dolly Thakore,
957,27879508,Mona Thiba,
958,40165565,Shammi Thilakan,
959,18192760,Kollam Thulasi,
960,55361357,Swanandi Tikekar,
961,39664082,Tilak Shekar,
962,35843365,Bhushan Tiwari,
963,52257207,Kanika Tiwari,
964,48494418,Urmila Tiwari,
965,6686358,Arvind Trivedi,
966,40189040,Suchita Trivedi,
967,7407221,Lhakpa Tsamchoe,
968,40203144,Shruti Ulfat,
969,39008221,Jeet Upendra,
970,36956187,Neelu Vaghela,
971,10294374,Vaishnavi (Tamil actress),
972,48804686,Bhojaraj Vamanjoor,
973,56976340,Vanamala (actress),
974,43471792,Vandana Vithlani,
975,36897590,Surekha Vani,
976,55374596,Vanishree,
977,32321458,Mitalee Jagtap Varadkar,
978,57424351,Padma Vasanthi,
979,54988451,Halwa Vasu,
980,49211072,Vanitha Vasu,
981,40605898,Veeran,
982,25837010,Ochira Velukkutty,
983,35468410,Himarsha Venkatsamy,
984,8467930,Anupama Verma,
985,50394786,Pooja Verma,
986,66358176,Shivangi Verma,
987,41922333,Vichithra,
988,54390551,Vijay Kashyap,
989,44301153,Vijayakumari,
990,19676523,Sridevi Vijaykumar,
991,64622651,Sarigama Viji,
992,48247196,Vasu Vikram,
993,21050416,Master Vinayak,
994,36397210,Vineetha,
995,56298699,Kalloori Vinoth,
996,,Amitabh Bachchan,1828
997,,Amitabh Bachchan Corporation,24794734
998,,Amitabh Bachchan Falls,31376135
999,,Amitabh Bachchan Sports Complex,48495341
1000,,List of awards and nominations received by Amitabh Bachchan,11783043
1001,,Bachchan family,3071982
1002,,Don (character),44358023
1003,,Amitabh Bachchan filmography,19288364
1004,,Sanjay Dutt,889645
1005,,Sanjay Dutt filmography,36559115
1006,,List of awards and nominations received by Sanjay Dutt,12564814
1007,,Munna Bhai,7134992
1008,,Ananth Vaidyanathan,27703819
1009,,Harihara Mahapatra,60096214
1010,,Tamanna Vyas,59764310
1011,,Abbas (actor),6823738
1012,,Krishnendu Adhikari,58495007
1013,,Nigel Akkara,51393493
1014,,Mir Afsar Ali,19228685
1015,,Ashish Kumar (actor),50374426
1016,,Azim (actor),56337570
1017,,Masum Aziz,52304036
1018,,George Baker (Indian actor),42239221
1019,,Haradhan Bandopadhyay,21905889
1020,,Ajit Bandyopadhyay (actor),35024382
1021,,Dwijen Bandyopadhyay,55362631
1022,,Joy Banerjee,42653415
1023,,Rahul Banerjee (actor),19555036
1024,,Sarvadaman D. Banerjee,24747653
1025,,Aritra Dutta Banik,39106170
1026,,Asit Baran,57299780
1027,,Amrita Lal Basu,42565514
1028,,Biswanath Basu,41343952
1029,,Bratya Basu,27071095
1030,,Gangapada Basu,35028567
1031,,Bibhu Bhattacharya,34365342
1032,,Bijon Bhattacharya,4561704
1033,,Dhiraj Bhattacharya,56909009
1034,,Aryann Bhowmik,39098443
1035,,Chhabi Biswas,6085520
1036,,Tulsi Lahiri,57305604
1037,,Amol Bose,41817938
1038,,Debaki Bose,16795374
1039,,Gaurav Chakrabarty,32290333
1040,,Sabyasachi Chakrabarty,19269964
1041,,Arjun Chakraborty,18223906
1042,,Kushal Chakraborty,20794951
1043,,Mithun Chakraborty,1158886
1044,,Sayak Chakraborty,65640169
1045,,Soham Chakraborty,37292642
1046,,Abhishek Chatterjee,19955004
1047,,Biplab Chatterjee,21940257
1048,,Biswajit Chatterjee,5936815
1049,,Dhritiman Chatterjee,1414399
1050,,Hiran Chatterjee,20838768
1051,,Parambrata Chatterjee,16285789
1052,,Prosenjit Chatterjee,7692034
1053,,Saswata Chatterjee,21944954
1054,,Saheb Chatterjee,19916384
1055,,Shekhar Chatterjee,46460139
1056,,Siddartha Chatterjee,35541780
1057,,Soumitra Chatterjee,1941880
1058,,Tapen Chatterjee,17555799
1059,,Nripati Chattopadhyay,55403315
1060,,Tarun Kumar Chatterjee,48584980
1061,,Harindranath Chattopadhyay,7012340
1062,,Chiranjeet Chakraborty,19589601
1063,,Chanchal Chowdhury,24579508
1064,,Tota Roy Chowdhury,19343104
1065,,Subhra Sourav Das,54146754
1066,,Yash Dasgupta,42457578
1067,,Dipankar De,11744595
1068,,Dev (Bengali actor),20161262
1069,,K. C. Dey,7336609
1070,,Rajatava Dutta,34876766
1071,,Santosh Dutta,5154301
1072,,Swarup Dutta,61299652
1073,,Utpal Dutt,2034426
1074,,Shataf Figar,52846017
1075,,Ganguly family,6828596
1076,,Dhirendra Nath Ganguly,8615600
1077,,Bickram Ghosh,22264194
1078,,Rabi Ghosh,3384856
1079,,Rudranil Ghosh,19172461
1080,,Abir Goswami,39542166
1081,,Niranjan Goswami,49415247
1082,,Bipin Gupta,31101766
1083,,Ankush Hazra,38552327
1084,,Nirab Hossain,49607913
1085,,Jeet (actor),19149217
1086,,Mosharraf Karim,24616841
1087,,Kazi Khalek,56400495
1088,,Saif Ali Khan,1606261
1089,,Shakib Khan,28203862
1090,,Anoop Kumar,10553211
1091,,Anup Kumar (actor),19451202
1092,,Ashok Kumar,335006
1093,,Kishore Kumar,334547
1094,,Nirmal Kumar,58006036
1095,,Uttam Kumar,2318218
1096,,Silajit Majumder,20362112
1097,,Kunal Mitra,21190750
1098,,Deb Mukherjee,3588765
1099,,Gyanesh Mukherjee,64644801
1100,,Joy Mukherjee,4731988
1101,,Keshto Mukherjee,8574431
1102,,Kharaj Mukherjee,36308948
1103,,Mrinal Mukherjee,61761703
1104,,Pradip Mukherjee,47614529
1105,,Rwitobroto Mukherjee,56888582
1106,,Santu Mukherjee,40371378
1107,,Shantilal Mukherjee,40435093
1108,,Subhasish Mukherjee,36271490
1109,,Tathagata Mukherjee,46362189
1110,,Srijit Mukherji,28650700
1111,,Sujan Mukhopadhyay,51384776
1112,,Shiladitya Patranabis,20755877
1113,,Abdur Razzak (actor),4111546
1114,,Riaz (actor),31107564
1115,,Ziaul Roshan,54467935
1116,,Chinmoy Roy,21772865
1117,,Indrasish Roy,42111062
1118,,Koushik Roy,46754130
1119,,Kumar Roy,36801362
1120,,Pahari Sanyal,23993353
1121,,Asit Sen (actor),20906918
1122,,Chandan Sen,37282554
1123,,Kaushik Sen,20755985
1124,,Riddhi Sen,35787372
1125,,Jisshu Sengupta,19141578
1126,,Rudraprasad Sengupta,12749707
1127,,Subhrajit Dutta,63337532
1128,,Musafire Syed Bachchu,66357599
1129,,Rajen Tarafdar,34757646
1130,,Sarada Ukil,47734699
1131,,Nalneesh Neel,59052457
1132,,Ali (actor),11958482
1133,,Jaya Prada,3405103
1134,,Shah Rukh Khan,352699
1135,,List of awards and nominations received by Shah Rukh Khan,11990210
1136,,Don (character),44358023
1137,,Shah Rukh Khan filmography,35862563
1138,,The Inner and Outer World of Shah Rukh Khan,3287888
1139,,Gauri Khan,2458226
1140,,Shah Rukh Khan in the media,44767985
1141,,Vijay (actor),1342873
1142,,List of awards and nominations received by Vijay,38418312
1143,,Vijay filmography,45185859
1144,,List of songs recorded by Vijay,53175033
1145,,Arjun Chidambaram,62546222
1146,,Mu Ramaswamy,63423230
1147,,Anjali Abrol,56830866
1148,,Astha Agarwal,51252077
1149,,Niketa Agrawal,49756227
1150,,Baseer Ali,56474292
1151,,Fahad Ali,37044681
1152,,Alka Amin,36364318
1153,,Ayush Anand,55607147
1154,,Shakti Anand,26816389
1155,,Srinish Aravind,52081187
1156,,Paras Arora,33757127
1157,,Ritvik Arora,55197675
1158,,Vinny Arora,40218200
1159,,Sulbha Arya,56710210
1160,,Juhi Aslam,65206591
1161,,Abhishek Avasthi,23341870
1162,,Asma Badar,46379237
1163,,Gaurav S Bajaj,40378565
1164,,Smita Bansal,26624287
1165,,Sandeep Baswana,15230816
1166,,Priya Bathija,19621855
1167,,Sanjay Batra,32260991
1168,,Vicky Batra,40772630
1169,,Samridh Bawa,44617885
1170,,Ekroop Bedi,49631044
1171,,Chandni Bhagwanani,38675636
1172,,Krishna Bharadwaj (actor),54621097
1173,,Lavanya Bhardwaj,42722921
1174,,Rohit Bhardwaj,40979691
1175,,Sumit Bhardwaj,49860270
1176,,Praneet Bhat,43807810
1177,,Divya Bhatnagar,66078124
1178,,Jaya Bhattacharya,16472971
1179,,Nivedita Bhattacharya,15165417
1180,,Shruti Bisht,39098229
1181,,Riyanka Chanda,53914158
1182,,Shalini Chandran,20518824
1183,,Abhishek Chatterjee,19955004
1184,,Shail Chaturvedi,25346712
1185,,Aadesh Chaudhary,36418722
1186,,Ajay Chaudhary,40210280
1187,,Rajendra Chawla,56678094
1188,,Shwetha Chengappa,47609882
1189,,Tridha Choudhury,48671631
1190,,Vivek Dahiya,49631085
1191,,Sudhir Dalvi,2977749
1192,,Darshana Das,66401917
1193,,Poulomi Das,52451783
1194,,Saurav Das,56483049
1195,,Jishu Dasgupta,38029863
1196,,Shailesh Datar,37586988
1197,,Suhasi Dhami,30529687
1198,,Ashita Dhawan,30060746
1199,,Aparna Dixit,45532120
1200,,Amrapali Dubey,26671118
1201,,Prajakta Dusane,51357770
1202,,Samentha Fernandes,43738536
1203,,Vishal Gandhi,41232517
1204,,Rohan Gandotra,43116701
1205,,Suzane George,42052596
1206,,Tumpa Ghosh,57211945
1207,,Pushkar Goggiaa,43425019
1208,,Manav Gohil,2959645
1209,,Aly Goni,49294212
1210,,KK Goswami,40473433
1211,,Sandesh Gour,46381425
1212,,Amrapali Gupta,40185600
1213,,Megha Gupta,24702330
1214,,Vipul Gupta,40188799
1215,,Vinti Idnani,49621487
1216,,Madan Jain,56973443
1217,,Salony Jain,56862827
1218,,Shraddha Jaiswal,49621463
1219,,Urfi Javed,51441335
1220,,Puja Joshi,48114457
1221,,Sonalika Joshi,34431273
1222,,Vinit Kakar,52215355
1223,,Gunn Kansara,40852468
1224,,Shruti Kanwar,38048191
1225,,Akshita Kapoor,25114584
1226,,Anupriya Kapoor,28168541
1227,,Tisha Kapoor,50077187
1228,,Yukti Kapoor,52968901
1229,,Ketan Karande,62874466
1230,,Bharat Kaul,45186637
1231,,Neha Kaul,40767075
1232,,Parveen Kaur,52991578
1233,,Pratima Kazmi,19068557
1234,,Keerti Gaekwad Kelkar,11689642
1235,,Sameer Khakhar,56939182
1236,,Affan Khan,57538572
1237,,Alam Khan (actor),43460120
1238,,Aleeza Khan,40797817
1239,,"Mazhar Khan (actor, born 1955)",6186238
1240,,Rakshanda Khan,17540382
1241,,Chahatt Khanna,36217181
1242,,Shalini Khanna,29768423
1243,,Rajesh Khera,32841232
1244,,Kavithalaya Krishnan,40312132
1245,,Vijayendra Kumeria,49609647
1246,,Blessy Kurien,64640071
1247,,Sampurna Lahiri,37337928
1248,,Sunil Lahri,7784081
1249,,Laksh Lalwani,48432610
1250,,Lilliput (actor),55264310
1251,,Paaras Madaan,50388201
1252,,Jamnadas Majethia,34759896
1253,,Sid Makkar,16836952
1254,,Abhishek Malik,38639286
1255,,Ishaan Singh Manhas,47559410
1256,,Tanya Maniktala,64654504
1257,,Priya Marathe,37981669
1258,,Meherzan Mazda,50258035
1259,,Tapasvi Mehta,34493088
1260,,Meena Menon,36153050
1261,,Shalu Menon,45272388
1262,,Ajay Mishra (actor),55001020
1263,,Jennifer Mistry Bansiwal,35810840
1264,,Chhavi Mittal,40210723
1265,,Neel Motwani,49836565
1266,,Amrita Mukherjee,41196803
1267,,Avinash Mukherjee,40889305
1268,,Shritama Mukherjee,34369754
1269,,Madirakshi Mundle,48412003
1270,,Wasim Mushtaq,49488959
1271,,Swati Nanda,56212119
1272,,Ankit Narang,41808296
1273,,Shivin Narang,40210993
1274,,Nalini Negi,47173360
1275,,Anjul Nigam,13561935
1276,,Melissa Pais,28348673
1277,,Suhas Palshikar (actor),56983117
1278,,Sanjeev Pandey,62751939
1279,,Ridhima Pandit,52189746
1280,,Manasi Parekh,27760887
1281,,Sonal Parihar,45563620
1282,,Zahida Parveen,55736310
1283,,Pratibha Paul,46874360
1284,,Dinesh Phadnis,36049120
1285,,Sanaya Pithawalla,48251407
1286,,Archana Prajapati,58940870
1287,,Pearl V Puri,48394899
1288,,Rajesh Puri,38761638
1289,,Rohit Purohit,40209952
1290,,Mimicry Rajagopal,66278499
1291,,Mulraj Rajda,9036357
1292,,Sameer Rajda,8210045
1293,,Pallavi Ramisetty,59231166
1294,,Deepraj Rana,17429356
1295,,Shefali Rana,61551065
1296,,Ujjwal Rana,41526720
1297,,Vin Rana,50352660
1298,,Roshni Rastogi,49656999
1299,,Shravan Reddy,50188883
1300,,Tiyasha Roy,66409944
1301,,Divjot Sabarwal,49631052
1302,,Amit Sadh,8734491
1303,,Shalini Sahuta,52376788
1304,,Aditi Sajwan,43109865
1305,,Neha Sargam,50955869
1306,,Loveleen Kaur Sasan,44004064
1307,,Nirmiti Sawant,12748275
1308,,Nazea Hasan Sayed,58208024
1309,,Dhruv Sehgal,61083305
1310,,Papiya Sengupta,49609734
1311,,Soumya Seth,32057087
1312,,Pushtiie Shakti,26897678
1313,,Ishani Sharma,51056851
1314,,Karan Sharma (TV actor),41572607
1315,,Monica Sharma,46230126
1316,,Parichay Sharma,49492437
1317,,Pooja Sharma (Indian actress),39420825
1318,,Shivangi Sharma,40747395
1319,,Shruti Sharma (actress),61290973
1320,,Shubhi Sharma,42018194
1321,,Neetha Shetty,12756675
1322,,Anushka Singh,47168797
1323,,Eisha Singh,48420781
1324,,Garima Vikrant Singh,44779156
1325,,Hema Singh,51722394
1326,,Naina Singh,57566032
1327,,Rituraj Singh (actor),46289112
1328,,Vishal Aditya Singh,47721358
1329,,Sivannarayana Naripeddi,46510523
1330,,Dolly Sohi,51635219
1331,,Iira Soni,41355312
1332,,Richa Soni,29066216
1333,,Sohit Soni,59862688
1334,,Vijay Suriya,45203994
1335,,Shivani Surve,49276799
1336,,Shikha Swaroop,21384496
1337,,Vaishali Takkar,48800548
1338,,Rakhee Tandon (actress),6043355
1339,,Pari Telang,38807143
1340,,Tanvi Thakkar,40218350
1341,,Rajshree Thakur,10573756
1342,,Kamalika Guha Thakurta,47206444
1343,,Ridheema Tiwari,40727916
1344,,Surbhi Tiwari,40469355
1345,,Vindhya Tiwari,40283814
1346,,Sachal Tyagi,45257475
1347,,Fenil Umrigar,38214943
1348,,Sahil Uppal,57386494
1349,,Aneri Vajani,43815728
1350,,Alka Verma,29608965
1351,,Gunjan Vijaya,43461103
1352,,V.I.P. (comedian),26891396
1353,,Ginnie Virdi,49631070
1354,,Shrivallabh Vyas,17360212
1355,,Sumeet Vyas,52169811
1356,,Ajay Wadhavkar,56938408
1357,,Avinash Wadhawan,33552868
1358,,Gaurav Wadhwa,56828503
1359,,Manish Wadhwa,39885327
1360,,Niki Aneja Walia,9772815
1361,,Sweety Walia,54648763
1362,,S. M. Zaheer,36363379
1363,,Shiyas Kareem,66421047
1364,,Abhinay,39543209
1365,,Jolly Abraham,43573094
1366,,Achankunju,40457515
1367,,Papiya Adhikari,61659442
1368,,Agha (actor),13581433
1369,,Ajay (actor),33377555
1370,,Sheeba Akashdeep,42581603
1371,,Akhil (Tamil actor),39003041
1372,,Kedamangalam Ali,43550010
1373,,Shawar Ali,25214852
1374,,Sanjana Anand,61289031
1375,,Suneil Anand,10607368
1376,,Suparna Anand,12774575
1377,,Vishal Anand,43635688
1378,,Sam Anderson (Tamil actor),30268300
1379,,Anikha,46835683
1380,,Anil Nedumangad,63361953
1381,,Semmalar Annam,52215674
1382,,Appukutty,34090820
1383,,Aishwarya Arjun,39607568
1384,,Amrita Arora,3136185
1385,,Aruldoss,48875731
1386,,Arulnithi,29831291
1387,,Ashok (Kannada actor),31663546
1388,,Chembil Ashokan,46378602
1389,,Ann Augustine,27906736
1390,,Aarya Babbar,10584530
1391,,Babu Annur,63281040
1392,,Daniel Balaji,9326029
1393,,Yogeeta Bali,4578439
1394,,Karuna Banerjee,5912327
1395,,Smita Bansal,26624287
1396,,Geeta Basra,10850805
1397,,Zubeida Begum,21515116
1398,,Santhana Bharathi,10702932
1399,,Mrudhula Bhaskar,42947441
1400,,Deepti Bhatnagar,4649827
1401,,Bhavana Bhatt,21890833
1402,,Jhilik Bhattacharya,54991237
1403,,Adoor Bhavani,11252756
1404,,Shruti Bisht,39098229
1405,,Pranami Bora,53980591
1406,,John Cawas,34196398
1407,,Chaams,38950327
1408,,Megha Chakraborty,47143647
1409,,Chetan Chandra,39613811
1410,,Naveen Chandra,41883870
1411,,Charmila,38287597
1412,,Gurkirtan Chauhan,40084273
1413,,Sonika Chauhan,53918376
1414,,Abhijeet Chavan,38906565
1415,,Padma Chavan,46922318
1416,,Vijay Chavan,38965568
1417,,Preetika Chawla,41863136
1418,,Jaspinder Cheema,43178076
1419,,Shwetha Chengappa,47609882
1420,,Nirmala Chennappa,57429294
1421,,Vikram Chopra,17853061
1422,,Peeya Rai Chowdhary,4358636
1423,,Chunibala Devi,5859112
1424,,Jayanta Das,65445102
1425,,Dipankar De,11744595
1426,,Monica Desai,43761907
1427,,Ranjana Deshmukh,14613061
1428,,Advani Lakshmi Devi,26561188
1429,,Indira Devi (actress),57998660
1430,,Madhuri Devi,60624925
1431,,Vasundhara Devi,31488038
1432,,Riya Dey,47770940
1433,,Aman Dhaliwal,39827576
1434,,Dheena Chandra Dhas,22066538
1435,,Deep Dhillon,37242772
1436,,R. Dilip (Tamil actor),39472588
1437,,Tripti Dimri,59560574
1438,,Dinesh (Kannada actor),56373282
1439,,Poonam Dubey,54471100
1440,,Satyajeet Dubey,32574344
1441,,Elizer,61162108
1442,,Farjana,17868403
1443,,Gajala,17451620
1444,,Ashutosh Lobo Gajiwala,24326596
1445,,Dhananjay Galani,54974729
1446,,Bandla Ganesh,39251689
1447,,VTV Ganesh,32260767
1448,,Gangadhar,31663593
1449,,Naina Ganguly,54638124
1450,,Preeti Ganguly,6815858
1451,,Ganthimathi,33047210
1452,,Shailendra Gaur,6155055
1453,,Gayatri (actress),44364441
1454,,Rinku Ghosh,41999761
1455,,Dev Gill,37625169
1456,,Monica Gill,50829010
1457,,Priya Gill,7152570
1458,,Chandrakant Gokhale,43104454
1459,,Typist Gopu,41199939
1460,,Puja Gupta,11513823
1461,,Shivaji Guruvayoor,38104157
1462,,Hemanth Ravan,53934614
1463,,Zaheeda Hussain,37748056
1464,,Kalpana Iyer,12679897
1465,,Jagdeep,4660443
1466,,Shefali Jariwala,2082667
1467,,Jeevan (Tamil actor),5210900
1468,,Kranti Prakash Jha,52135509
1469,,Lijomol Jose,57310081
1470,,Jinu Joseph,44447731
1471,,Vikas Kalantri,9560143
1472,,Kanaka (actress),9934361
1473,,Rajiv Kapoor,6488481
1474,,Naveen Kasturia,49174579
1475,,Ranjeeta Kaur,10730995
1476,,Shadaab Khan,11384798
1477,,Tariq Khan (actor),41004851
1478,,Vinitha Koshy,54023213
1479,,Pradeep Kottayam,50919300
1480,,Vinod Kovoor,42031901
1481,,Hari Krishnan (actor),64100870
1482,,Kavithalaya Krishnan,40312132
1483,,Satya Krishnan,10778675
1484,,Krishnaveni (actress),8658592
1485,,Anoop Kumar,10553211
1486,,Padma Kumta,57289634
1487,,Sampurna Lahiri,37337928
1488,,Laila (actress),4807889
1489,,Kalpana Lajmi,12562893
1490,,Aditya Lakhia,11678084
1491,,Dinesh Lamba,8781055
1492,,Laya (actress),8563567
1493,,Sai Lokur,47952055
1494,,Madhoo,2459696
1495,,Abhay Mahajan,60612552
1496,,Antara Mali,4737000
1497,,Chandrakant Mandare,2325043
1498,,Roma Manek,61257484
1499,,Vaibhav Mangle,39110061
1500,,Prayaga Martin,44949654
1501,,Lal Chand Mehra,62311423
1502,,Ravi Menon,37241088
1503,,Shruthy Menon,48997975
1504,,Mohini (Assamese actress),12292512
1505,,Sharbani Mukherjee,2819899
1506,,Sheikh Mukhtar,7825391
1507,,Amar Mullick,58980160
1508,,Mithun Murali,41078891
1509,,Vivek Mushran,14647060
1510,,Suman Nagarkar,8202764
1511,,Karan Nath,11186399
1512,,Nitish Veera,63937280
1513,,Kumar Pallana,2728231
1514,,Nikhil Pandey,47642013
1515,,Yuvraaj Parashar,30385858
1516,,Yunus Parvez,9485196
1517,,Anuradha Patel,10553150
1518,,Biju Phukan,10107300
1519,,Aparna Pillai,25112977
1520,,Divya Pillai,52003682
1521,,Disha Poovaiah,43025446
1522,,Bhavani Prakash,61633119
1523,,Uday Prakash (actor),36361454
